climate_id,weather_id,jday,date,hour,srad,wind,RH,rain,tmax,tmin,temperature,CO2
Rahuri,rhr2011,349,12/15/2011,,16.94,9.3,30.6,0,19.9,10.5,,
Rahuri,rhr2011,350,12/16/2011,,17.61,8.5,29.1,0,19.4,9.5,,
Rahuri,rhr2011,351,12/17/2011,,17.48,7.4,27.4,0,19.9,9.9,,
Rahuri,rhr2011,352,12/18/2011,,16.84,6.9,26.4,0,21.4,10.9,,
Rahuri,rhr2011,353,12/19/2011,,15.36,9.7,31.3,0,20.2,10.7,,
Rahuri,rhr2011,354,12/20/2011,,15.97,10.4,32.6,0,20.3,11.4,,
Rahuri,rhr2011,355,12/21/2011,,16.45,7.9,28.5,0,20.2,10.3,,
Rahuri,rhr2011,356,12/22/2011,,17.09,8.4,29.3,0,19.5,9.4,,
Rahuri,rhr2011,357,12/23/2011,,14.69,7.6,27.5,0,19,8.9,,
Rahuri,rhr2011,358,12/24/2011,,17.46,6.9,27.2,0,18.4,9.3,,
Rahuri,rhr2011,359,12/25/2011,,17.43,8.5,29.1,0,19.1,8.9,,
Rahuri,rhr2011,360,12/26/2011,,17.71,5.4,24,0,19.4,8.7,,
Rahuri,rhr2011,361,12/27/2011,,17.73,5.8,25.3,0,21,10.4,,
Rahuri,rhr2011,362,12/28/2011,,16.82,5.1,23.3,0,19.3,7.9,,
Rahuri,rhr2011,363,12/29/2011,,16.26,6.9,26.7,0,18.7,8.9,,
Rahuri,rhr2011,364,12/30/2011,,16.9,7.6,28.25,0,17.7,7.9,,
Rahuri,rhr2011,365,12/31/2011,,16.67,9.4,30.7,0,20.9,13.3,,
Rahuri,rhr2012,1,1/1/2012,,13.95,9.1,29.25,0,25.5,17.4,,
Rahuri,rhr2012,2,1/2/2012,,15.45,8,28.6,0,22.9,14.5,,
Rahuri,rhr2012,3,1/3/2012,,16.52,12.7,35.6,0,22.3,14.4,,
Rahuri,rhr2012,4,1/4/2012,,17.19,8.3,28.4,0,21.5,12.1,,
Rahuri,rhr2012,5,1/5/2012,,17.61,8.1,24,0,22.7,13.5,,
Rahuri,rhr2012,6,1/6/2012,,17.99,8.1,28.2,0,22.4,13.3,,
Rahuri,rhr2012,7,1/7/2012,,18.21,5.3,23.7,0,21.3,9.1,,
Rahuri,rhr2012,8,1/8/2012,,18.33,7.1,26.9,0,20,10.1,,
Rahuri,rhr2012,9,1/9/2012,,18.28,7.7,28.1,0,17.3,6.4,,
Rahuri,rhr2012,10,1/10/2012,,17.72,6.4,26.2,0,16.4,7.3,,
Rahuri,rhr2012,11,1/11/2012,,17.88,7.4,28.5,0,15.9,6.7,,
Rahuri,rhr2012,12,1/12/2012,,18.93,5.2,26,0,27.45,9.54,,
Rahuri,rhr2012,13,1/13/2012,,18.9,5.5,24.4,0,16.1,6.3,,
Rahuri,rhr2012,14,1/14/2012,,19.05,5.3,24.4,0,16.2,6.5,,
Rahuri,rhr2012,15,1/15/2012,,19.05,6.5,26,0,17,6.9,,
Rahuri,rhr2012,16,1/16/2012,,19,5.6,24.1,0,19.6,8.9,,
Rahuri,rhr2012,17,1/17/2012,,19.09,7.7,27.2,0,20.2,9,,
Rahuri,rhr2012,18,1/18/2012,,19.26,53,20.85,0,20.3,10.4,,
Rahuri,rhr2012,19,1/19/2012,,19.04,6,24.9,0,19.6,10.4,,
Rahuri,rhr2012,20,1/20/2012,,19.5,8,30.4,0,16.6,7.3,,
Rahuri,rhr2012,21,1/21/2012,,18.81,7.5,28.9,0,16.9,8,,
Rahuri,rhr2012,22,1/22/2012,,17.38,8.1,29.5,0,18,9.9,,
Rahuri,rhr2012,23,1/23/2012,,16.99,9,29.6,0,21.8,13.4,,
Rahuri,rhr2012,24,1/24/2012,,16.39,10,31.4,0,22.2,14.5,,
Rahuri,rhr2012,25,1/25/2012,,15.59,54,22.05,0,25,22.1,,
Rahuri,rhr2012,26,1/26/2012,,17.01,8.1,28.8,0,22.3,13.9,,
Rahuri,rhr2012,27,1/27/2012,,17.83,8.4,29.4,0,21.6,15.4,,
Rahuri,rhr2012,28,1/28/2012,,17.85,10,31.6,0,20.8,12.4,,
Rahuri,rhr2012,29,1/29/2012,,18.56,9.9,32.8,0,19.3,8.9,,
Rahuri,rhr2012,30,1/30/2012,,16.82,64,18.85,0,18.2,10.4,,
Rahuri,rhr2012,31,1/31/2012,,17.31,10.8,33.7,0,22.2,15.9,,
Rahuri,rhr2012,32,2/1/2012,,17.26,10.8,33.8,0,22.3,14.9,,
Rahuri,rhr2012,33,2/2/2012,,18.51,11,32,0,31.53,14.35,,
Rahuri,rhr2012,34,2/3/2012,,19.19,9.5,31.1,0,20.4,11.5,,
Rahuri,rhr2012,35,2/4/2012,,18.97,9.1,30.3,0,20.8,11.9,,
Rahuri,rhr2012,36,2/5/2012,,18.99,8.2,27.8,0,23,13.3,,
Rahuri,rhr2012,37,2/6/2012,,19.18,9.4,29.8,0,22.5,13.4,,
Rahuri,rhr2012,38,2/7/2012,,18.74,7.7,27.3,0,23.4,13.1,,
Rahuri,rhr2012,39,2/8/2012,,20.69,8.6,29.3,0,21.8,10.9,,
Rahuri,rhr2012,40,2/9/2012,,21.9,4.2,26,0,31.09,8.06,,
Rahuri,rhr2012,41,2/10/2012,,21.27,4.4,21.8,0,15.7,5.8,,
Rahuri,rhr2012,42,2/11/2012,,19.87,4.7,22.4,0,17.9,7.9,,
Rahuri,rhr2012,43,2/12/2012,,20.23,7.1,26.4,0,21.1,11.4,,
Rahuri,rhr2012,44,2/13/2012,,20.55,6.4,25.25,0,23.9,13.3,,
Rahuri,rhr2012,45,2/14/2012,,20.35,6.1,25.2,0,23.2,11.9,,
Rahuri,rhr2012,46,2/15/2012,,19.98,10.1,31.6,0,23.8,14.3,,
Rahuri,rhr2012,47,2/16/2012,,21.88,9.2,27,0,31.35,12.06,,
Rahuri,rhr2012,48,2/17/2012,,21.27,5.1,23.4,0,19.1,9.4,,
Rahuri,rhr2012,49,2/18/2012,,20.1,6.4,25.25,0,21.5,12.4,,
Rahuri,rhr2012,50,2/19/2012,,20.32,7.3,26.7,0,23.4,13.4,,
Rahuri,rhr2012,51,2/20/2012,,21.01,7.4,26.6,0,25.1,14.9,,
Rahuri,rhr2012,52,2/21/2012,,22.38,7.8,27.1,0,23.3,13.4,,
Rahuri,rhr2012,53,2/22/2012,,22.86,5.2,24.1,0,24.1,12.9,,
Rahuri,rhr2012,54,2/23/2012,,22.14,32,24.55,0,24.6,11.2,,
Rahuri,rhr2012,55,2/24/2012,,22.26,6.9,26,0,23.5,12.9,,
Rahuri,rhr2012,56,2/25/2012,,22.05,7.7,27,0,23.6,13.1,,
Rahuri,rhr2012,57,2/26/2012,,22.33,7.9,27.5,0,23.2,13.4,,
Rahuri,rhr2012,58,2/27/2012,,22.01,6.9,26.2,0,23.9,14.4,,
Rahuri,rhr2012,59,2/28/2012,,22.82,5.5,24.4,0,24.9,13.9,,
Rahuri,rhr2012,60,2/29/2012,,24.1,4,22.8,0,23.8,10.9,,
Rahuri,rhr2012,61,3/1/2012,,24.16,3.2,21,0,21.5,8.9,,
Rahuri,rhr2012,62,3/2/2012,,23.87,5,23.7,0,21.1,8.7,,
Rahuri,rhr2012,63,3/3/2012,,23.05,4.5,22.4,0,22.6,13.3,,
Rahuri,rhr2012,64,3/4/2012,,23.25,7.5,27.1,0,21.7,12.2,,
Rahuri,rhr2012,65,3/5/2012,,23.62,7.3,26.7,0,24.2,13.9,,
Rahuri,rhr2012,66,3/6/2012,,23.78,5.3,24.5,0,24.8,13.5,,
Rahuri,rhr2012,67,3/7/2012,,23.9,3.5,22.1,0,23.3,10.4,,
Rahuri,rhr2012,68,3/8/2012,,23.79,3.9,22.3,0,22,9.4,,
Rahuri,rhr2012,69,3/9/2012,,24.61,5.6,24.5,0,21,10.9,,
Rahuri,rhr2012,70,3/10/2012,,24.89,7.2,27,0,18.7,8.4,,
Rahuri,rhr2012,71,3/11/2012,,23.74,4.7,22.7,0,20.7,10.9,,
Rahuri,rhr2012,72,3/12/2012,,23.14,40,24.55,0,24.5,12,,
Rahuri,rhr2012,73,3/13/2012,,24.81,6.6,25.4,0,23.9,12.9,,
Rahuri,rhr2012,74,3/14/2012,,24.71,6.4,25.3,0,22.8,12.9,,
Rahuri,rhr2012,75,3/15/2012,,24.43,6,25.2,0,23.6,12.7,,
Rahuri,rhr2012,76,3/16/2012,,24.7,6,25.1,0,25.1,13.9,,
Rahuri,rhr2012,77,3/17/2012,,24.42,5.9,25.1,0,26.6,15.9,,
Rahuri,rhr2012,78,3/18/2012,,25.12,6,25.2,0,26.2,14.9,,
Rahuri,rhr2012,79,3/19/2012,,25.41,7.2,26.3,0,25.6,14.5,,
Rahuri,rhr2012,80,3/20/2012,,25.7,4.7,23.8,0,25.9,14.1,,
Rahuri,rhr2012,81,3/21/2012,,24.22,6.8,26,0,27.2,16.3,,
Rahuri,rhr2012,82,3/22/2012,,23.32,6.2,25.3,0,25.5,13.3,,
Rahuri,rhr2012,83,3/23/2012,,24.22,5.8,24.7,0,26.9,16.3,,
Rahuri,rhr2012,84,3/24/2012,,25.28,4.3,23.6,0,26.9,15.5,,
Rahuri,rhr2012,85,3/25/2012,,25.94,6.1,25.5,0,26.6,15.1,,
Rahuri,rhr2012,86,3/26/2012,,23.95,4.2,23.6,0,26.3,14.3,,
Rahuri,rhr2012,87,3/27/2012,,24.11,5.6,25.2,0,27.4,16.4,,
Rahuri,rhr2012,88,3/28/2012,,23.17,7.2,26.8,0,27.3,16.9,,
Rahuri,rhr2012,89,3/29/2012,,23.57,7.4,26.5,0,25.2,12.4,,
Rahuri,rhr2012,90,3/30/2012,,24.29,7.1,26.6,0,29.4,20.5,,
Rahuri,rhr2012,91,3/31/2012,,24.53,5.6,24.7,0,27.4,17.4,,
Rahuri,rhr2012,92,4/1/2012,,23.69,5.1,24.5,0,29,18.9,,
Rahuri,rhr2012,93,4/2/2012,,23.46,6.6,26,0,29.5,19.9,,
Rahuri,rhr2012,94,4/3/2012,,22.5,6.5,25.7,0,30.7,22.9,,
Rahuri,rhr2012,95,4/4/2012,,24.17,9.6,28.6,0,29.6,19.9,,
Rahuri,rhr2012,96,4/5/2012,,26.25,7.7,27,0,39.66,21.08,,
Rahuri,rhr2012,97,4/6/2012,,27.15,8.4,28.1,0,28.2,18.1,,
Rahuri,rhr2012,98,4/7/2012,,27.21,7.6,27.2,0,26.2,13.9,,
Rahuri,rhr2012,99,4/8/2012,,26.37,4.7,24,0,28.8,19.5,,
Rahuri,rhr2012,100,4/9/2012,,25.11,7.6,27.2,0,29.3,19.2,,
Rahuri,rhr2012,101,4/10/2012,,25.5,7.2,27,0,30.5,20.9,,
Rahuri,rhr2012,102,4/11/2012,,24.47,7.3,27.3,0,30.5,21.4,,
Rahuri,rhr2012,103,4/12/2012,,24.31,8.4,28,0,38.05,21.65,,
Rahuri,rhr2012,104,4/13/2012,,24.04,8.4,27.9,0,30.2,22.5,,
Rahuri,rhr2012,105,4/14/2012,,24.89,8.2,28.7,0,28.7,18.9,,
Rahuri,rhr2012,106,4/15/2012,,25.22,8,27.7,0,28.9,20.4,,
Rahuri,rhr2012,107,4/16/2012,,23.32,8.5,28.4,0,30.3,22.8,,
Rahuri,rhr2012,108,4/17/2012,,21.68,9.1,28.4,0,31.1,23.3,,
Rahuri,rhr2012,109,4/18/2012,,24.55,9,28.5,0,29.5,21.9,,
Rahuri,rhr2012,110,4/19/2012,,19.65,9,30,1.08,33.55,23.59,,
Rahuri,rhr2012,111,4/20/2012,,19.33,10,30.4,2.8,28.6,20.3,,
Rahuri,rhr2012,112,4/21/2012,,22.83,13.3,33.5,4,28.7,20.4,,
Rahuri,rhr2012,113,4/22/2012,,26.16,13.6,33.3,0.6,28.3,19.9,,
Rahuri,rhr2012,114,4/23/2012,,28.12,10.6,30.5,0,27.7,18.4,,
Rahuri,rhr2012,115,4/24/2012,,27.6,7.9,26.9,0,26.8,16.7,,
Rahuri,rhr2012,116,4/25/2012,,26.39,9.3,29,0,28,18.9,,
Rahuri,rhr2012,117,4/26/2012,,25.42,8,27,0,39.62,21.84,,
Rahuri,rhr2012,118,4/27/2012,,26.69,8.5,28.2,0,29.5,20.6,,
Rahuri,rhr2012,119,4/28/2012,,27.18,7.3,26.9,0,29.8,21.7,,
Rahuri,rhr2012,120,4/29/2012,,27.6,6.6,25.9,0,29.7,20.5,,
Rahuri,rhr2012,121,4/30/2012,,27.92,6.2,25.5,0,30,20.9,,
Rahuri,rhr2012,122,5/1/2012,,27.51,6.9,26.4,0,28.6,18.4,,
Rahuri,rhr2012,123,5/2/2012,,27.32,6.5,25.7,0,28,17.5,,
Rahuri,rhr2012,124,5/3/2012,,27.33,5.2,24.5,0,28.7,18.3,,
Rahuri,rhr2012,125,5/4/2012,,26.58,6.4,25.6,0,30.1,20.9,,
Rahuri,rhr2012,126,5/5/2012,,26.89,8.5,28,0,29.5,19.9,,
Rahuri,rhr2012,127,5/6/2012,,26.81,9.4,29,0,28.8,19.5,,
Rahuri,rhr2012,128,5/7/2012,,26.71,9,28.5,0,28.2,19.3,,
Rahuri,rhr2012,129,5/8/2012,,24.8,9,28.5,0,30.5,22.9,,
Rahuri,rhr2012,130,5/9/2012,,24.79,11.8,31.2,0,29.9,21.4,,
Rahuri,rhr2012,131,5/10/2012,,23.66,10.2,30,0,31.8,24.5,,
Rahuri,rhr2012,132,5/11/2012,,23.54,12.6,32.5,15.6,29.7,20.4,,
Rahuri,rhr2012,133,5/12/2012,,22.9,14.4,34.8,0,29.6,22.5,,
Rahuri,rhr2012,134,5/13/2012,,27.21,13.1,33.7,1.8,29.7,21.9,,
Rahuri,rhr2012,135,5/14/2012,,27.51,12.4,32,0,28.7,20.3,,
Rahuri,rhr2012,136,5/15/2012,,26.89,10.4,30,0,29,19.9,,
Rahuri,rhr2012,137,5/16/2012,,28.08,7.7,26.8,0,30.1,20.5,,
Rahuri,rhr2012,138,5/17/2012,,28.61,7.2,26.7,0,29.3,19.1,,
Rahuri,rhr2012,139,5/18/2012,,28.21,6,25.1,0,29.6,19.9,,
Rahuri,rhr2012,140,5/19/2012,,28.33,9.1,28.5,0,30.5,21.9,,
Rahuri,rhr2012,141,5/20/2012,,27.92,7,26.7,0,28.7,16.9,,
Rahuri,rhr2012,142,5/21/2012,,28.16,7.4,26.8,0,32,23.3,,
Rahuri,rhr2012,143,5/22/2012,,28.18,7.3,26.9,0,29.6,19.3,,
Rahuri,rhr2012,144,5/23/2012,,26.86,7.1,26.9,0,30.2,20.5,,
Rahuri,rhr2012,145,5/24/2012,,27.53,8.5,28.1,0,31.3,22.4,,
Rahuri,rhr2012,146,5/25/2012,,27.26,8,27.3,0,31,22.4,,
Rahuri,rhr2012,147,5/26/2012,,24.53,8.7,28.2,0,31.6,23.7,,
Rahuri,rhr2012,148,5/27/2012,,26.49,8.2,27.6,0,31.3,23.4,,
Rahuri,rhr2012,149,5/28/2012,,26.16,13.3,32.7,0,30.2,21.9,,
Rahuri,rhr2012,150,5/29/2012,,26.54,11.4,30.8,0,30.8,22.9,,
Rahuri,rhr2012,151,5/30/2012,,27.52,13,32,0,30.7,22.4,,
Rahuri,rhr2012,152,5/31/2012,,27.38,10.5,29.8,0,29.3,19.9,,
Rahuri,rhr2012,153,6/1/2012,,26.85,11.7,31,0,29.9,21.7,,
Rahuri,rhr2012,154,6/2/2012,,26.34,9,28.3,0,30.3,22.9,,
Rahuri,rhr2012,155,6/3/2012,,25.95,12.2,31.7,0,30.5,23.5,,
Rahuri,rhr2012,156,6/4/2012,,25.26,13.1,33.4,0,30.4,22.9,,
Rahuri,rhr2012,157,6/5/2012,,18.93,11.3,31,0,31.2,24.3,,
Rahuri,rhr2012,158,6/6/2012,,10.05,9.2,28.7,0,30.9,26.4,,
Rahuri,rhr2012,159,6/7/2012,,16.6,14.8,39,0,29.2,25.3,,
Rahuri,rhr2012,160,6/8/2012,,17.08,12.8,33.5,0,29.5,23.9,,
Rahuri,rhr2012,161,6/9/2012,,21.97,15,36.7,0,29.2,23,,
Rahuri,rhr2012,162,6/10/2012,,21.32,14.8,36.2,0,29.2,22.9,,
Rahuri,rhr2012,163,6/11/2012,,21.46,13.3,33.5,0,29.8,24.5,,
Rahuri,rhr2012,164,6/12/2012,,24.06,14.9,36.3,0,29.8,23.9,,
Rahuri,rhr2012,165,6/13/2012,,23.21,14.4,35.2,0,32,25.5,,
Rahuri,rhr2012,166,6/14/2012,,22.73,14.4,34.2,7.8,31.2,23.9,,
Rahuri,rhr2012,167,6/15/2012,,19.99,14.5,34.9,4.8,30.4,23.9,,
Rahuri,rhr2012,168,6/16/2012,,19.72,16.3,37.5,14.6,29.2,23.3,,
Rahuri,rhr2012,169,6/17/2012,,16.42,16.8,39.7,0,30,24.6,,
Rahuri,rhr2012,170,6/18/2012,,18.92,17.6,43.3,0,28,24.4,,
Rahuri,rhr2012,171,6/19/2012,,22.11,15.9,38.6,0,30.1,24.9,,
Rahuri,rhr2012,172,6/20/2012,,22.92,14.6,35.8,0,30,24.4,,
Rahuri,rhr2012,173,6/21/2012,,21.63,13.7,35.5,0,29.5,23.9,,
Rahuri,rhr2012,174,6/22/2012,,21.86,14.4,35.2,0,29,22.5,,
Rahuri,rhr2012,175,6/23/2012,,22.71,16.8,42.8,0,29,22.3,,
Rahuri,rhr2012,176,6/24/2012,,16.17,12.4,32.9,0,29.5,23.1,,
Rahuri,rhr2012,177,6/25/2012,,21.49,14.9,36,0,29.5,23.9,,
Rahuri,rhr2012,178,6/26/2012,,19.48,16.6,38.5,0,29.4,23.7,,
Rahuri,rhr2012,179,6/27/2012,,20.66,15.6,37.2,0,29.2,23.9,,
Rahuri,rhr2012,180,6/28/2012,,16.86,14.7,35.5,0,29.2,23.3,,
Rahuri,rhr2012,181,6/29/2012,,21.21,15.8,38.2,0,28.2,22.9,,
Rahuri,rhr2012,182,6/30/2012,,17.68,14.9,35,0,29.3,22.6,,
Rahuri,rhr2012,183,7/1/2012,,17.1,17.1,38.5,2.2,29.4,23.7,,
Rahuri,rhr2012,184,7/2/2012,,18.99,16.1,37.3,8.6,28.6,22.5,,
Rahuri,rhr2012,185,7/3/2012,,13.74,16.3,39.5,6,28.8,23.5,,
Rahuri,rhr2012,186,7/4/2012,,14.59,17.5,41.5,28.2,27.9,22.7,,
Rahuri,rhr2012,187,7/5/2012,,16.18,18.5,46.8,0,26.8,23.9,,
Rahuri,rhr2012,188,7/6/2012,,9.18,17.3,43.1,0,27.5,23.7,,
Rahuri,rhr2012,189,7/7/2012,,11.47,18.7,49.9,6,25.8,23.8,,
Rahuri,rhr2012,190,7/8/2012,,14.47,16.7,43.5,0,26.9,23.7,,
Rahuri,rhr2012,191,7/9/2012,,14.52,17.6,41.9,0,28.1,23.4,,
Rahuri,rhr2012,192,7/10/2012,,17.37,21,59.2,4.4,27.2,22.9,,
Rahuri,rhr2012,193,7/11/2012,,16.86,17.2,41.4,0,27.7,22.6,,
Rahuri,rhr2012,194,7/12/2012,,15.45,17.3,40.3,0.4,28.9,24.1,,
Rahuri,rhr2012,195,7/13/2012,,16.49,16.8,39.5,0,28.5,23.9,,
Rahuri,rhr2012,196,7/14/2012,,15.94,16.2,39.5,0,28.1,23.1,,
Rahuri,rhr2012,197,7/15/2012,,16.48,17.5,41.2,0,27.7,22.9,,
Rahuri,rhr2012,198,7/16/2012,,14.94,16.5,39.1,0,28.3,23.4,,
Rahuri,rhr2012,199,7/17/2012,,19.08,17.3,41.5,0,27.5,22.9,,
Rahuri,rhr2012,200,7/18/2012,,10.36,16.3,38.6,3.2,29.3,24.3,,
Rahuri,rhr2012,201,7/19/2012,,11.87,18.4,48,0.4,25.7,23.3,,
Rahuri,rhr2012,202,7/20/2012,,16.43,18.7,47.8,0,26.3,23,,
Rahuri,rhr2012,203,7/21/2012,,14.36,17.8,41.6,0,28.3,24.4,,
Rahuri,rhr2012,204,7/22/2012,,6.75,18.5,44.2,0,27.7,23.9,,
Rahuri,rhr2012,205,7/23/2012,,13.33,18.5,48.3,0,25.5,23.4,,
Rahuri,rhr2012,206,7/24/2012,,12.05,16.2,42.2,0,27.7,23.9,,
Rahuri,rhr2012,207,7/25/2012,,12.72,18.8,53,0,27.3,23.5,,
Rahuri,rhr2012,208,7/26/2012,,9.32,18.7,55,1.26,28.55,22.49,,
Rahuri,rhr2012,209,7/27/2012,,10.15,18,46,0,26,22.9,,
Rahuri,rhr2012,210,7/28/2012,,8.34,18.3,44.5,0,26.7,23.4,,
Rahuri,rhr2012,211,7/29/2012,,10.59,19.2,47.9,0,26.5,23.1,,
Rahuri,rhr2012,212,7/30/2012,,12.42,16.9,43,0,26.7,23.3,,
Rahuri,rhr2012,213,7/31/2012,,7.81,18,57.3,8.6,26.9,22.2,,
Rahuri,rhr2012,214,8/1/2012,,14.85,19.1,51.3,15.8,24,21.4,,
Rahuri,rhr2012,215,8/2/2012,,15.95,17.1,49,0,26.3,22.5,,
Rahuri,rhr2012,216,8/3/2012,,13.79,17.4,41.9,0,26.6,21.3,,
Rahuri,rhr2012,217,8/4/2012,,8.49,17.1,44.5,0,26.5,23.9,,
Rahuri,rhr2012,218,8/5/2012,,11.61,18.2,49.6,0,25.4,22.5,,
Rahuri,rhr2012,219,8/6/2012,,14.19,18.3,48.5,0,26.5,22.9,,
Rahuri,rhr2012,220,8/7/2012,,13.42,17.8,43.8,0,26.7,22.7,,
Rahuri,rhr2012,221,8/8/2012,,17.97,17.3,41.8,0,27.1,22.5,,
Rahuri,rhr2012,222,8/9/2012,,12.43,15.9,39,0,27.5,21.9,,
Rahuri,rhr2012,223,8/10/2012,,14.54,17.8,46.8,0,26.3,22.9,,
Rahuri,rhr2012,224,8/11/2012,,9.18,19,48.4,0,26.8,22.7,,
Rahuri,rhr2012,225,8/12/2012,,11.04,19,48.7,0,25.7,22.9,,
Rahuri,rhr2012,226,8/13/2012,,12.82,14.4,32.3,0,26.3,21.9,,
Rahuri,rhr2012,227,8/14/2012,,14.08,17.9,45.5,0,26.6,22.1,,
Rahuri,rhr2012,228,8/15/2012,,16.25,17.8,46.4,0,26.9,21.9,,
Rahuri,rhr2012,229,8/16/2012,,19.29,16.1,39.9,0,26.6,21.3,,
Rahuri,rhr2012,230,8/17/2012,,20.48,16.7,40.2,0,26.1,19.7,,
Rahuri,rhr2012,231,8/18/2012,,13.97,17.3,42,0,26.9,20.7,,
Rahuri,rhr2012,232,8/19/2012,,11.72,17,45.9,0,26.9,22.9,,
Rahuri,rhr2012,233,8/20/2012,,12.79,18.2,49.8,0,25.7,22.7,,
Rahuri,rhr2012,234,8/21/2012,,16.46,15.9,40.8,0,26.8,21.9,,
Rahuri,rhr2012,235,8/22/2012,,17.19,15.9,40.3,0,27.3,22.9,,
Rahuri,rhr2012,236,8/23/2012,,19.61,14.4,36.3,0,27.6,21.5,,
Rahuri,rhr2012,237,8/24/2012,,17.94,15.5,36.6,0,28.3,22.3,,
Rahuri,rhr2012,238,8/25/2012,,21.16,14.4,36.1,0,27.3,20.4,,
Rahuri,rhr2012,239,8/26/2012,,11.34,15.8,38.4,0,27.7,21.5,,
Rahuri,rhr2012,240,8/27/2012,,10.07,19.6,52.5,0,25,22.9,,
Rahuri,rhr2012,241,8/28/2012,,14.64,19.1,51.4,3,24.8,22.7,,
Rahuri,rhr2012,242,8/29/2012,,14.76,18,42.3,0,27.7,23.7,,
Rahuri,rhr2012,243,8/30/2012,,12.95,17.5,40.4,26,27.6,22.4,,
Rahuri,rhr2012,244,8/31/2012,,15.34,19.4,50.8,2.4,26.1,21.5,,
Rahuri,rhr2012,245,9/1/2012,,16.79,19.1,44.5,0,27,22.9,,
Rahuri,rhr2012,246,9/2/2012,,14.27,21.9,53.4,0,27.3,22.7,,
Rahuri,rhr2012,247,9/3/2012,,10.5,16.7,42.3,20,26.8,22.9,,
Rahuri,rhr2012,248,9/4/2012,,13.86,19.4,46.5,39.8,26,21.9,,
Rahuri,rhr2012,249,9/5/2012,,9.26,19,48.9,0.4,25.9,22.9,,
Rahuri,rhr2012,250,9/6/2012,,14.91,21,55.7,0,25.4,23.4,,
Rahuri,rhr2012,251,9/7/2012,,15,17.6,46,0,26.2,22.3,,
Rahuri,rhr2012,252,9/8/2012,,15.72,17.2,43.3,0,26.5,22.3,,
Rahuri,rhr2012,253,9/9/2012,,14.14,17.5,43,0,26.5,22.9,,
Rahuri,rhr2012,254,9/10/2012,,13.85,18.4,45.35,0,27.6,23.4,,
Rahuri,rhr2012,255,9/11/2012,,9.42,18.3,47.5,116,26,21.9,,
Rahuri,rhr2012,256,9/12/2012,,17.59,18.2,50.4,42,24.6,22.3,,
Rahuri,rhr2012,257,9/13/2012,,14.32,17.8,45,0,26,20.9,,
Rahuri,rhr2012,258,9/14/2012,,15.55,16.6,41.9,0,25.9,21.9,,
Rahuri,rhr2012,259,9/15/2012,,13.8,16.5,42.4,0,26.9,22.9,,
Rahuri,rhr2012,260,9/16/2012,,16.94,17.9,46.5,0,26.3,21.5,,
Rahuri,rhr2012,261,9/17/2012,,18.48,17.8,44.2,0,25.7,19.9,,
Rahuri,rhr2012,262,9/18/2012,,14.41,17.4,41.9,0,25.6,20.3,,
Rahuri,rhr2012,263,9/19/2012,,15.13,15.6,39.9,0,26.1,21.4,,
Rahuri,rhr2012,264,9/20/2012,,11.99,17.2,42.4,0,26.6,22.4,,
Rahuri,rhr2012,265,9/21/2012,,13.32,17.9,44.5,53.2,26.3,21.5,,
Rahuri,rhr2012,266,9/22/2012,,13.31,19,46.6,15.8,25.6,22,,
Rahuri,rhr2012,267,9/23/2012,,17.82,18.1,48,0,25.7,22.3,,
Rahuri,rhr2012,268,9/24/2012,,19.48,17.7,43.1,0,25.9,21.5,,
Rahuri,rhr2012,269,9/25/2012,,20.78,17.3,45.1,0,25.6,19.9,,
Rahuri,rhr2012,270,9/26/2012,,20.99,16.3,40.6,0,25.4,19.5,,
Rahuri,rhr2012,271,9/27/2012,,22.29,16.2,39.3,0,25.4,19.1,,
Rahuri,rhr2012,272,9/28/2012,,20.92,14.5,37.5,0,25.8,19.5,,
Rahuri,rhr2012,273,9/29/2012,,21.01,15.8,39.2,0,26.9,21.4,,
Rahuri,rhr2012,274,9/30/2012,,17.95,16.6,39.9,0,26.6,20.3,,
Rahuri,rhr2012,275,10/1/2012,,15.51,16.3,39.1,5.6,27.9,22.6,,
Rahuri,rhr2012,276,10/2/2012,,16.39,18.9,44,50.8,26.5,20.9,,
Rahuri,rhr2012,277,10/3/2012,,17,18.8,44.5,33,26,19.9,,
Rahuri,rhr2012,278,10/4/2012,,16.26,19.4,44.7,6.8,26.9,22.4,,
Rahuri,rhr2012,279,10/5/2012,,13.53,20,45.9,20.6,26.1,21.3,,
Rahuri,rhr2012,280,10/6/2012,,16.37,20.1,56.9,1.8,26.1,21.4,,
Rahuri,rhr2012,281,10/7/2012,,18.83,18.6,46.2,0,26.5,23.5,,
Rahuri,rhr2012,282,10/8/2012,,20.12,18.2,43.9,0,25.7,20.5,,
Rahuri,rhr2012,283,10/9/2012,,20.82,15.4,38.5,0,27,21.9,,
Rahuri,rhr2012,284,10/10/2012,,19.51,15.2,37.7,0,26.4,20.4,,
Rahuri,rhr2012,285,10/11/2012,,21.34,16.3,40.8,0,27.1,22.5,,
Rahuri,rhr2012,286,10/12/2012,,21.46,10.4,30.9,0,25.4,17.9,,
Rahuri,rhr2012,287,10/13/2012,,21.41,10.1,31.2,0,25.7,18.9,,
Rahuri,rhr2012,288,10/14/2012,,21.36,16.3,39.8,0,24.3,15.9,,
Rahuri,rhr2012,289,10/15/2012,,19.91,16,39.2,0,24.7,16.9,,
Rahuri,rhr2012,290,10/16/2012,,18.35,10.1,30.6,0,24.9,17.5,,
